ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
92864.CEL	FLURBIPROFEN	10 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S021028-067	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96472	10/28/2002	11/05/2005	11/07/2005	11/21/2005
92994.CEL			CMC .5 %	ORAL GAVAGE	3 d	LIVER	R030916-018	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96655	09/16/2003	11/10/2005	11/15/2005	11/29/2005
92185.CEL	ACETAMINOPHEN	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011106-050	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95799	11/06/2001	10/18/2005	10/19/2005	11/01/2005
92156.CEL	LOXOPROFEN	18 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020415-168	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95747	04/15/2002	10/18/2005	10/19/2005	11/01/2005
92198.CEL			SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S020108-023	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95813	01/08/2002	10/18/2005	10/19/2005	11/01/2005
92810.CEL	2,4-DIAMINOPHENOL	60 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	S040609-074	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96416	06/09/2004	11/05/2005	11/07/2005	11/17/2005
92809.CEL			WATER 100 %	SUBCUTANEOUS	3 d	KIDNEY	S020708-015	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96415	07/08/2002	11/05/2005	11/07/2005	11/17/2005
92578.CEL	NEOMYCIN	56 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96191	11/20/2003	10/28/2005	11/01/2005	11/10/2005
92602.CEL	GENTAMICIN	40 mg/kg	SALINE 100 %	INTRAPERITONEAL	5 d	KIDNEY	R030501-121	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96215	05/01/2003	11/01/2005	11/03/2005	11/14/2005
92834.CEL	FLUDROCORTISONE ACETATE	125 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S021021-184	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96440	10/21/2002	11/05/2005	11/07/2005	11/17/2005
93070.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050322-16200		Primary Rat Hepatocytes	RHCYT	In Vitro	16200	03/22/2005	11/21/2005	11/23/2005	11/30/2005
93156.CEL	ETHANOL	3000 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	S010924-151	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96413	09/24/2001	11/05/2005	11/07/2005	11/29/2005
93244.CEL	SULCONAZOLE	40 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050420-16374		Primary Rat Hepatocytes	RHCYT	In Vitro	16374	04/20/2005	11/22/2005	11/29/2005	12/05/2005
93142.CEL	CYTOCHALASIN B	167 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050323-16288		Primary Rat Hepatocytes	RHCYT	In Vitro	16288	03/23/2005	11/21/2005	11/23/2005	12/01/2005
93189.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041103-16320		Primary Rat Hepatocytes	RHCYT	In Vitro	16320	11/03/2004	11/22/2005	11/29/2005	12/05/2005
93215.CEL	ETHANOL	180000 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041109-16341		Primary Rat Hepatocytes	RHCYT	In Vitro	16341	11/09/2004	11/22/2005	11/29/2005	12/05/2005
93514.CEL	LITHOCHOLIC ACID	74 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040706-16474		Primary Rat Hepatocytes	RHCYT	In Vitro	16474	07/06/2004	12/05/2005	12/07/2005	12/13/2005
92620.CEL	ENALAPRIL	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020708-143	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96235	07/08/2002	11/01/2005	11/03/2005	11/14/2005
92680.CEL	AZAURIDINE	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020805-094	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96295	08/05/2002	11/01/2005	11/03/2005	11/15/2005
92695.CEL			WATER 100 %	ORAL GAVAGE	1 d	KIDNEY	S040617-006	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96310	06/17/2004	11/03/2005	11/06/2005	11/15/2005
93149.CEL	METHOTREXATE	.3 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011023-153	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95786	10/23/2001	10/14/2005	10/19/2005	11/29/2005
93147.CEL			SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S011106-239	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96400	11/06/2001	11/05/2005	11/23/2005	11/29/2005
92689.CEL			WATER 100 %	SUBCUTANEOUS	5 d	KIDNEY	S020708-021	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96304	07/08/2002	11/01/2005	11/03/2005	11/15/2005
92992.CEL			CMC .5 %	ORAL GAVAGE	3 d	LIVER	R030916-016	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96653	09/16/2003	11/11/2005	11/15/2005	11/21/2005
93376.CEL	MONOCROTALINE	333 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040817-16510		Primary Rat Hepatocytes	RHCYT	In Vitro	16510	08/17/2004	11/28/2005	12/01/2005	12/07/2005
93481.CEL	N,N-DIMETHYLFORMAMIDE	65000 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040727-16620		Primary Rat Hepatocytes	RHCYT	In Vitro	16620	07/27/2004	11/29/2005	12/04/2005	12/12/2005
93450.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20041020-16588		Primary Rat Hepatocytes	RHCYT	In Vitro	16588	10/20/2004	11/29/2005	12/04/2005	12/11/2005
93032.CEL	NIMESULIDE	61.7 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050531-16186		Primary Rat Hepatocytes	RHCYT	In Vitro	16186	05/31/2005	11/18/2005	11/21/2005	11/30/2005
93087.CEL	VINBLASTINE	45 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050316-16220		Primary Rat Hepatocytes	RHCYT	In Vitro	16220	03/16/2005	11/21/2005	11/23/2005	11/30/2005
93324.CEL	DESLORATADINE	57 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040713-16455		Primary Rat Hepatocytes	RHCYT	In Vitro	16455	07/13/2004	11/23/2005	12/01/2005	12/06/2005
93367.CEL	DESLORATADINE	57 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040706-16500		Primary Rat Hepatocytes	RHCYT	In Vitro	16500	07/06/2004	11/28/2005	12/01/2005	12/07/2005
93388.CEL	CADMIUM CHLORIDE	8 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040706-16522		Primary Rat Hepatocytes	RHCYT	In Vitro	16522	07/06/2004	11/28/2005	12/01/2005	12/08/2005
93238.CEL	RAPAMYCIN	20 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041109-16367		Primary Rat Hepatocytes	RHCYT	In Vitro	16367	11/09/2004	11/22/2005	11/29/2005	12/05/2005
93211.CEL	SPARTEINE	2222 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041103-16325		Primary Rat Hepatocytes	RHCYT	In Vitro	16325	11/03/2004	11/22/2005	11/29/2005	12/05/2005
93259.CEL	FENOFIBRATE	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050420-16398		Primary Rat Hepatocytes	RHCYT	In Vitro	16398	04/20/2005	11/23/2005	11/29/2005	12/06/2005
93352.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20040817-16485		Primary Rat Hepatocytes	RHCYT	In Vitro	16485	08/17/2004	11/28/2005	12/01/2005	12/07/2005
93345.CEL	ROFECOXIB	111 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040706-16478		Primary Rat Hepatocytes	RHCYT	In Vitro	16478	07/06/2004	11/28/2005	12/01/2005	12/07/2005
93130.CEL	D-GALACTOSAMINE	470 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050427-16273		Primary Rat Hepatocytes	RHCYT	In Vitro	16273	04/27/2005	11/21/2005	11/23/2005	12/01/2005
93283.CEL	PANTOPRAZOLE	650 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040713-16416		Primary Rat Hepatocytes	RHCYT	In Vitro	16416	07/13/2004	11/23/2005	12/01/2005	12/06/2005
92540.CEL	BEZAFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-026	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96153	11/20/2003	10/28/2005	11/01/2005	11/10/2005
92938.CEL			CORN OIL 100 %	ORAL GAVAGE	7 d	KIDNEY	S011002-010	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96545	10/02/2001	11/08/2005	11/04/2005	11/28/2005
92767.CEL			SALINE 100 %	INTRAPERITONEAL	1 d	KIDNEY	S011002-030	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96386	10/02/2001	11/03/2005	11/06/2005	11/16/2005
92786.CEL			PEG400 60 %	ORAL GAVAGE	3 d	KIDNEY	S030812-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96389	08/12/2003	11/03/2005	11/07/2005	11/16/2005
93028.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20050322-16182		Primary Rat Hepatocytes	RHCYT	In Vitro	16182	03/22/2005	11/18/2005	11/21/2005	11/30/2005
92942.CEL			SALINE 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011030-245	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96550	10/30/2001	11/08/2005	11/04/2005	11/28/2005
93210.CEL	VALDECOXIB	450 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041103-16313		Primary Rat Hepatocytes	RHCYT	In Vitro	16313	11/03/2004	11/22/2005	11/29/2005	12/05/2005
92900.CEL			SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	S010924-028	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96505	09/24/2001	11/08/2005	11/04/2005	11/21/2005
93557.CEL	IDARUBICIN	1.5 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041013-16228		Primary Rat Hepatocytes	RHCYT	In Vitro	16228	10/13/2004	12/05/2005	12/07/2005	12/12/2005
93277.CEL	CARVEDILOL	50 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050420-16403		Primary Rat Hepatocytes	RHCYT	In Vitro	16403	04/20/2005	11/23/2005	12/01/2005	12/06/2005
93316.CEL	SOTALOL	6666 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050617-16428		Primary Rat Hepatocytes	RHCYT	In Vitro	16428	06/17/2005	11/23/2005	12/01/2005	12/06/2005
93258.CEL	CARMUSTINE	550 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041109-16397		Primary Rat Hepatocytes	RHCYT	In Vitro	16397	11/09/2004	11/23/2005	11/29/2005	12/06/2005
93432.CEL	SERTRALINE	23 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040714-16569		Primary Rat Hepatocytes	RHCYT	In Vitro	16569	07/14/2004	11/29/2005	12/04/2005	12/11/2005
93688.CEL	RIFAMPIN	125 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040505-16742		Primary Rat Hepatocytes	RHCYT	In Vitro	16742	05/05/2004	11/30/2005	12/06/2005	12/14/2005
93652.CEL	CHLORPROMAZINE	43.9 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040504-16702		Primary Rat Hepatocytes	RHCYT	In Vitro	16702	05/04/2004	11/30/2005	12/06/2005	12/14/2005
93339.CEL	PANTOPRAZOLE	650 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040706-16471		Primary Rat Hepatocytes	RHCYT	In Vitro	16471	07/06/2004	11/28/2005	12/01/2005	12/07/2005
93726.CEL	DIDANOSINE	500 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040519-16824		Primary Rat Hepatocytes	RHCYT	In Vitro	16824	05/19/2004	12/01/2005	12/08/2005	12/18/2005
93556.CEL	TGF BETA-1, HUMAN RECOMBINANT	5 ng/ml	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041013-16227		Primary Rat Hepatocytes	RHCYT	In Vitro	16227	10/13/2004	12/05/2005	12/07/2005	12/12/2005
93617.CEL	SULINDAC	750 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050223-16664		Primary Rat Hepatocytes	RHCYT	In Vitro	16664	02/23/2005	11/30/2005	12/06/2005	12/13/2005
93618.CEL	GABAPENTIN	500 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040518-16665		Primary Rat Hepatocytes	RHCYT	In Vitro	16665	05/18/2004	11/30/2005	12/06/2005	12/13/2005
93604.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041026-16650		Primary Rat Hepatocytes	RHCYT	In Vitro	16650	10/26/2004	11/29/2005	12/06/2005	12/13/2005
93603.CEL	MARIMASTAT	1000 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050302-16783		Primary Rat Hepatocytes	RHCYT	In Vitro	16783	03/02/2005	12/01/2005	12/07/2005	12/15/2005
93697.CEL	PRINOMASTAT	500 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040505-16752		Primary Rat Hepatocytes	RHCYT	In Vitro	16752	05/05/2004	11/30/2005	12/06/2005	12/14/2005
93599.CEL	CHLORPROMAZINE	43.9 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040505-16774		Primary Rat Hepatocytes	RHCYT	In Vitro	16774	05/05/2004	12/01/2005	12/07/2005	12/15/2005
93680.CEL	KANAMYCIN	6584 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050301-16731		Primary Rat Hepatocytes	RHCYT	In Vitro	16731	03/01/2005	11/30/2005	12/06/2005	12/14/2005
93645.CEL	COLCHICINE	1000 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040504-16693		Primary Rat Hepatocytes	RHCYT	In Vitro	16693	05/04/2004	11/30/2005	12/06/2005	12/14/2005
93800.CEL	OLANZAPINE	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040525-16891		Primary Rat Hepatocytes	RHCYT	In Vitro	16891	05/25/2004	12/05/2005	12/12/2005	12/19/2005
93788.CEL	GENTAMICIN	1000 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040511-16888		Primary Rat Hepatocytes	RHCYT	In Vitro	16888	05/11/2004	12/05/2005	12/08/2005	12/19/2005
93743.CEL	PEMOLINE	833 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050302-16842		Primary Rat Hepatocytes	RHCYT	In Vitro	16842	03/02/2005	12/01/2005	12/08/2005	12/18/2005
93903.CEL	IMATINIB	150 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	S021021-048	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96834	10/21/2002	12/14/2005	12/16/2005	01/03/2006
93946.CEL	NEVIRAPINE	250 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050222-16945		Primary Rat Hepatocytes	RHCYT	In Vitro	16945	02/22/2005	12/09/2005	12/16/2005	12/20/2005
94246.CEL			WATER 100 %	ORAL GAVAGE	3 d	LIVER	S021021-017	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96924	10/21/2002	12/28/2005	01/04/2006	01/11/2006
94707.CEL	FLUPHENAZINE	22 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011106-041	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97518	11/06/2001	01/12/2006	01/16/2006	02/02/2006
94286.CEL			WATER 100 %	ORAL GAVAGE	3 d	LIVER	R050419-015	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96964	04/19/2005	12/28/2005	01/04/2006	01/11/2006
94196.CEL	ESTRIOL	313 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020422-115	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97088	04/22/2002	12/29/2005	01/03/2006	01/16/2006
95051.CEL	CLOTRIMAZOLE	89 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011127-122	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97781	11/27/2001	01/20/2006	01/23/2006	02/08/2006
94338.CEL			WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020422-300	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97128	04/22/2002	01/03/2005	01/05/2006	01/16/2006
94404.CEL	DEXAMETHASONE	1 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011023-107	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97181	10/23/2001	01/05/2006	01/09/2006	01/17/2006
94130.CEL	CARBIMAZOLE	400 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020520-280	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97019	05/20/2002	12/29/2005	01/03/2006	01/10/2006
95169.CEL			CMC .5 %	ORAL GAVAGE	1 d	LIVER	S020722-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97929	07/22/2002	01/24/2006	01/26/2006	02/14/2006
92924.CEL	CARBON TETRACHLORIDE	400 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S010924-050	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96531	09/24/2001	11/08/2005	11/04/2005	11/22/2005
92925.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S040609-006	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96532	06/09/2004	11/08/2005	11/04/2005	11/22/2005
93062.CEL			SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	S010924-033	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96349	09/24/2001	11/03/2005	11/06/2005	11/29/2005
93370.CEL	CADMIUM CHLORIDE	8 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040706-16503		Primary Rat Hepatocytes	RHCYT	In Vitro	16503	07/06/2004	11/28/2005	12/01/2005	12/07/2005
93438.CEL	CADMIUM CHLORIDE	8 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040714-16575		Primary Rat Hepatocytes	RHCYT	In Vitro	16575	07/14/2004	11/29/2005	12/04/2005	12/08/2005
93559.CEL	D-GALACTOSAMINE	470 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050427-16241		Primary Rat Hepatocytes	RHCYT	In Vitro	16241	04/27/2005	12/05/2005	12/07/2005	12/12/2005
93179.CEL	FENOFIBRATE	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050323-16307		Primary Rat Hepatocytes	RHCYT	In Vitro	16307	03/23/2005	11/22/2005	11/29/2005	12/01/2005
93248.CEL	CLOZAPINE	69 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041109-16380		Primary Rat Hepatocytes	RHCYT	In Vitro	16380	11/09/2004	11/23/2005	11/29/2005	12/05/2005
93301.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20040713-16442		Primary Rat Hepatocytes	RHCYT	In Vitro	16442	07/13/2004	11/23/2005	12/01/2005	12/06/2005
93571.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041109-16383		Primary Rat Hepatocytes	RHCYT	In Vitro	16383	11/09/2004	12/05/2005	12/07/2005	12/12/2005
93730.CEL	PERHEXILINE	12 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040519-16828		Primary Rat Hepatocytes	RHCYT	In Vitro	16828	05/19/2004	12/05/2005	12/08/2005	12/18/2005
93446.CEL	STAVUDINE	1120 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040714-16584		Primary Rat Hepatocytes	RHCYT	In Vitro	16584	07/14/2004	11/29/2005	12/04/2005	12/08/2005
93553.CEL	TETRACYCLINE	520 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050302-16794		Primary Rat Hepatocytes	RHCYT	In Vitro	16794	03/02/2005	12/01/2005	12/07/2005	12/15/2005
93596.CEL	FLUOXETINE	58 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040505-16766		Primary Rat Hepatocytes	RHCYT	In Vitro	16766	05/05/2004	12/01/2005	12/07/2005	12/15/2005
93715.CEL	CHLORPROMAZINE	43.9 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040511-16813		Primary Rat Hepatocytes	RHCYT	In Vitro	16813	05/11/2004	12/01/2005	12/08/2005	12/15/2005
93682.CEL	PERHEXILINE	12 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040518-16733		Primary Rat Hepatocytes	RHCYT	In Vitro	16733	05/18/2004	11/30/2005	12/06/2005	12/14/2005
93583.CEL	VINBLASTINE	45 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050323-16285		Primary Rat Hepatocytes	RHCYT	In Vitro	16285	03/23/2005	12/05/2005	12/07/2005	12/13/2005
93751.CEL	RISPERIDONE	400 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050215-16850		Primary Rat Hepatocytes	RHCYT	In Vitro	16850	02/15/2005	12/05/2005	12/08/2005	12/18/2005
93705.CEL	LANSOPRAZOLE	240 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040519-16803		Primary Rat Hepatocytes	RHCYT	In Vitro	16803	05/19/2004	12/01/2005	12/08/2005	12/15/2005
93845.CEL	IDARUBICIN	1.5 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041012-16368		Primary Rat Hepatocytes	RHCYT	In Vitro	16368	10/12/2004	12/09/2005	12/13/2005	12/19/2005
93523.CEL	RIFAMPIN	125 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040505-16753		Primary Rat Hepatocytes	RHCYT	In Vitro	16753	05/05/2004	12/01/2005	12/07/2005	12/15/2005
93175.CEL	CLOFIBRATE	500 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050323-16301		Primary Rat Hepatocytes	RHCYT	In Vitro	16301	03/23/2005	11/22/2005	11/29/2005	12/01/2005
93295.CEL	LOMUSTINE	560 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040921-16433		Primary Rat Hepatocytes	RHCYT	In Vitro	16433	09/21/2004	11/23/2005	12/01/2005	12/06/2005
93440.CEL	VALERIC ACID	23000 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040811-16577		Primary Rat Hepatocytes	RHCYT	In Vitro	16577	08/11/2004	11/29/2005	12/04/2005	12/08/2005
93294.CEL	SOTALOL	6666 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050617-16432		Primary Rat Hepatocytes	RHCYT	In Vitro	16432	06/17/2005	11/23/2005	12/01/2005	12/06/2005
93293.CEL	CHLORAMBUCIL	1540 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041019-16431		Primary Rat Hepatocytes	RHCYT	In Vitro	16431	10/19/2004	11/23/2005	12/01/2005	12/06/2005
93309.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20050420-16400		Primary Rat Hepatocytes	RHCYT	In Vitro	16400	04/20/2005	11/23/2005	12/01/2005	12/06/2005
93214.CEL	ACETAMINOPHEN	1950 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050420-16340		Primary Rat Hepatocytes	RHCYT	In Vitro	16340	04/20/2005	11/22/2005	11/29/2005	12/05/2005
93545.CEL	OLANZAPINE	250 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040519-16786		Primary Rat Hepatocytes	RHCYT	In Vitro	16786	05/19/2004	12/01/2005	12/07/2005	12/15/2005
93597.CEL	TETRACYCLINE	520 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050301-16767		Primary Rat Hepatocytes	RHCYT	In Vitro	16767	03/01/2005	12/01/2005	12/07/2005	12/15/2005
93569.CEL	SULCONAZOLE	40 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050420-16379		Primary Rat Hepatocytes	RHCYT	In Vitro	16379	04/20/2005	12/05/2005	12/07/2005	12/12/2005
95385.CEL	CARVEDILOL	2000 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S020205-069	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98152	02/05/2002	01/26/2006	02/01/2006	02/15/2006
94557.CEL	ATORVASTATIN	2.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011030-155	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97342	10/30/2001	01/06/2006	01/10/2006	01/26/2006
94556.CEL	LOVASTATIN	1500 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011009-032	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97341	10/09/2001	01/06/2006	01/10/2006	01/26/2006
94535.CEL	PROGESTERONE	164 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011113-069	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97319	11/13/2001	01/06/2006	01/10/2006	01/25/2006
94518.CEL	MICONAZOLE	200 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011016-165	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97301	10/16/2001	01/06/2006	01/10/2006	01/25/2006
94354.CEL	PROGESTERONE	164 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011113-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97152	11/13/2001	01/03/2005	01/05/2006	01/16/2006
94329.CEL	CLONAZEPAM	2500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020408-093	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97110	04/08/2002	01/03/2005	01/05/2006	01/16/2006
94374.CEL	ENOXACIN	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-057	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97176	10/23/2001	01/03/2005	01/05/2006	01/17/2006
94466.CEL	FLUCONAZOLE	394 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-213	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97245	10/23/2001	01/05/2006	01/09/2006	01/23/2006
