ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
95954.CEL	MLN-518	51 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20051221-17141		Primary Rat Hepatocytes	RHCYT	In Vitro	17141	12/21/2005	01/25/2006	02/17/2006	02/23/2006
95894.CEL	HYDRAZINE	45 mg/kg	WATER 100 %	ORAL GAVAGE	.25 d	LIVER	S020318-110	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98743	03/18/2002	02/07/2006	02/14/2006	02/23/2006
95992.CEL	BIS(2-ETHYLHEXYL)PHTHALATE	1000 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S020122-046	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98315	01/22/2002	01/30/2006	02/07/2006	02/28/2006
94820.CEL	ETHINYLESTRADIOL	1480 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011023-095	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97534	10/23/2001	01/12/2006	01/16/2006	02/02/2006
96086.CEL			CMC .5 %	ORAL GAVAGE	5 d	LIVER	S030916-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98612	09/16/2003	02/06/2006	02/27/2006	03/01/2006
94931.CEL	OXYMETHOLONE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R021022-144	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97653	10/22/2002	01/17/2006	01/23/2006	02/05/2006
95615.CEL	CHLORAMBUCIL	4.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97399	10/23/2001	01/10/2006	01/12/2006	02/07/2006
96362.CEL	FENOFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011002-103	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99368	10/02/2001	03/02/2006	03/08/2006	03/13/2006
95290.CEL	LETROZOLE	250 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S020415-143	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97863	04/15/2002	01/20/2006	01/25/2006	02/09/2006
95516.CEL	NORETHINDRONE ACETATE	125 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S020506-239	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98009	05/06/2002	01/25/2006	01/30/2006	02/14/2006
95159.CEL	CLOFIBRIC ACID	448 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S020429-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97919	04/29/2002	01/24/2006	01/26/2006	02/14/2006
96649.CEL			CORN OIL 100 %	SUBCUTANEOUS	.25 d	LIVER	S020122-221	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98663	01/22/2002	02/06/2006	02/14/2006	03/20/2006
95791.CEL	BETA-ESTRADIOL 3-BENZOATE	2 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	LIVER	S020122-282	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98537	01/22/2002	02/01/2006	02/08/2006	02/21/2006
95452.CEL	PROCARBAZINE	54 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S011211-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98225	12/11/2001	01/27/2006	02/02/2006	02/15/2006
95837.CEL			SALINE 100 %	INTRAPERITONEAL	1 d	LIVER	CVD040520-001	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98613	05/20/2004	02/06/2006	02/14/2006	02/22/2006
95885.CEL			SALINE 100 %	INTRAPERITONEAL	5 d	LIVER	CVD040520-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98715	05/20/2004	02/07/2006	02/14/2006	02/22/2006
95359.CEL	FLUOCINOLONE ACETONIDE	2.5 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	3 d	LIVER	S020923-187	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98124	09/23/2002	01/26/2006	02/01/2006	02/27/2006
95829.CEL			SALINE 100 %	INTRAVENOUS	5 d	LIVER	S020108-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98595	01/08/2002	02/03/2006	02/15/2006	02/21/2006
95873.CEL	1-NAPHTHYL ISOTHIOCYANATE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S010924-123	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98690	09/24/2001	02/06/2006	02/14/2006	02/22/2006
96028.CEL	1-NAPHTHYL ISOTHIOCYANATE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S010924-128	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98509	09/24/2001	02/16/2006	02/22/2006	02/28/2006
95366.CEL	GENTIAN VIOLET	18 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	LIVER	S020819-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98132	08/19/2002	01/26/2006	02/01/2006	02/27/2006
95611.CEL	LOVASTATIN	1500 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011009-029	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97390	10/09/2001	01/10/2006	01/12/2006	02/07/2006
95731.CEL	CLOTRIMAZOLE	178 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011016-084	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97579	10/16/2001	01/30/2006	02/07/2006	02/16/2006
95758.CEL	BETA-NAPHTHOFLAVONE	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R030916-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98449	09/16/2003	02/01/2006	02/08/2006	02/16/2006
96570.CEL	MITOMYCIN C	.5 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	LIVER	S020108-084	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99690	01/08/2002	03/06/2006	03/12/2006	03/16/2006
95522.CEL			WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020318-010	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98015	03/18/2002	01/25/2006	01/30/2006	02/14/2006
95379.CEL	4,4'-METHYLENEDIANILINE	81 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S020325-120	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98146	03/25/2002	01/26/2006	02/01/2006	02/15/2006
95744.CEL	PROCARBAZINE	54 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S011211-284	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98323	12/11/2001	01/30/2006	02/07/2006	02/16/2006
95540.CEL	METHIMAZOLE	100 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020205-280	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98033	02/05/2002	01/25/2006	01/30/2006	02/14/2006
96627.CEL	EPIRUBICIN	2.7 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	LIVER	S020506-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99750	05/06/2002	03/06/2006	03/12/2006	03/21/2006
95716.CEL			CMC .5 %	ORAL GAVAGE	5 d	LIVER	R020514-019	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98432	05/14/2002	01/31/2006	02/08/2006	02/16/2006
95947.CEL	1-NAPHTHYL ISOTHIOCYANATE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	7 d	LIVER	S010924-130	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98872	09/24/2001	02/08/2006	02/17/2006	02/23/2006
96062.CEL	DIETHYLSTILBESTROL	2.8 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011030-179	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97570	10/30/2001	02/02/2006	02/27/2006	03/01/2006
95912.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S020429-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98795	04/29/2002	02/07/2006	02/14/2006	02/23/2006
97178.CEL			CMC .5 %	ORAL GAVAGE	3 d	HEART	R020514-013	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50312	05/14/2002	03/17/2006	04/04/2006	04/11/2006
97309.CEL			CORN OIL 100 %	SUBCUTANEOUS	5 d	HEART	S020610-024	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50437	06/10/2002	03/23/2006	04/07/2006	04/13/2006
96251.CEL	ETHINYLESTRADIOL	10 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-080	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99415	10/23/2001	03/01/2006	03/07/2006	03/09/2006
96261.CEL	PHENOTHIAZINE	386 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011106-216	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99426	11/06/2001	03/01/2006	03/07/2006	03/09/2006
96297.CEL	CARMUSTINE	4 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011106-123	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99464	11/06/2001	03/01/2006	03/07/2006	03/09/2006
96396.CEL	MESTRANOL	250 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020617-176	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99513	06/17/2002	03/02/2006	03/08/2006	03/13/2006
95799.CEL	BETA-ESTRADIOL	150 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011113-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97453	11/13/2001	02/02/2006	02/15/2006	02/21/2006
95783.CEL			WATER 100 %	ORAL GAVAGE	5 d	LIVER	R020813-022	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98513	08/13/2002	02/01/2006	02/08/2006	02/21/2006
95785.CEL	PIRINIXIC ACID	364 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S030218-121	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98518	02/18/2003	02/01/2006	02/08/2006	02/21/2006
95959.CEL	IMATINIB	15 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20051222-17177		Primary Rat Hepatocytes	RHCYT	In Vitro	17177	12/22/2005	01/25/2006	02/17/2006	02/23/2006
95943.CEL	GEMFIBROZIL	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	7 d	LIVER	S011002-203	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98807	10/02/2001	02/08/2006	02/17/2006	02/23/2006
96920.CEL	RAPAMYCIN	60 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S020506-139	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50105	05/06/2002	03/14/2006	03/22/2006	04/04/2006
96065.CEL	THIOGUANINE	24 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011127-190	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97578	11/27/2001	02/03/2006	02/27/2006	03/01/2006
96087.CEL			WATER 100 %	ORAL GAVAGE	5 d	LIVER	S030812-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98623	08/12/2003	02/06/2006	02/27/2006	03/01/2006
96099.CEL			CMC .5 %	ORAL GAVAGE	1 d	LIVER	S030916-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98749	09/16/2003	02/07/2006	02/27/2006	03/01/2006
97201.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	R040825-008	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50335	08/25/2004	03/17/2006	04/04/2006	04/11/2006
96277.CEL	CERIVASTATIN	.05 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S020211-098	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99444	02/11/2002	03/01/2006	03/07/2006	03/09/2006
97379.CEL	INDOMETHACIN	9.6 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S011204-263	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50512	12/04/2001	03/23/2006	04/07/2006	04/17/2006
97446.CEL	PYRIDINE	223 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S040617-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50704	06/17/2004	03/31/2006	04/10/2006	04/19/2006
96440.CEL	CHLOROFORM	600 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020211-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99559	02/11/2002	03/02/2006	03/08/2006	03/14/2006
96507.CEL	CERIVASTATIN	.05 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020211-101	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99623	02/11/2002	03/06/2006	03/09/2006	03/15/2006
95332.CEL	STANOZOLOL	150 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S020115-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97908	01/15/2002	01/20/2006	01/25/2006	03/20/2006
97514.CEL	SODIUM ORTHOVANADATE	83 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020805-192	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50772	08/05/2002	03/31/2006	04/11/2006	04/20/2006
95646.CEL	ERLOTINIB	58 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	R050419-029	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96907	04/19/2005	12/28/2005	01/04/2006	04/24/2006
97770.CEL	CLONAZEPAM	2500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020408-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97055	04/08/2002	12/29/2005	04/18/2006	04/24/2006
97724.CEL	IFOSFAMIDE	17 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	LIVER	I011106-027	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51037	11/06/2001	04/12/2006	04/17/2006	04/25/2006
96371.CEL	ARTEMISININ	2000 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020422-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99488	04/22/2002	03/02/2006	03/08/2006	03/13/2006
96124.CEL			SALINE 100 %	ORAL GAVAGE	.25 d	LIVER	I011106-002	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98891	11/06/2001	02/08/2006	02/27/2006	03/02/2006
96129.CEL	ISOEUGENOL	1560 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020909-167	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99321	09/09/2002	02/28/2006	03/01/2006	03/06/2006
96451.CEL	ETHYLESTRENOL	390 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R031014-098	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98481	10/14/2003	02/01/2006	02/08/2006	03/14/2006
96453.CEL			SALINE 100 %	ORAL GAVAGE	.25 d	LIVER	I011106-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98917	11/06/2001	03/01/2006	03/03/2006	03/14/2006
96268.CEL	ASPIRIN	35 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011106-082	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99433	11/06/2001	03/01/2006	03/07/2006	03/09/2006
96147.CEL	ISOEUGENOL	1560 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020909-165	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99344	09/09/2002	02/28/2006	03/01/2006	03/06/2006
96418.CEL	N-NITROSODIETHYLAMINE	1.67 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	LIVER	I011106-060	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99535	11/06/2001	03/02/2006	03/08/2006	03/14/2006
96474.CEL	ZOMEPIRAC	11 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	LIVER	S011127-286	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99587	11/27/2001	03/06/2006	03/09/2006	03/15/2006
96522.CEL	CERIVASTATIN	.05 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020211-102	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99639	02/11/2002	03/06/2006	03/09/2006	03/15/2006
96612.CEL	ALLYL ALCOHOL	25 mg/kg	SALINE 100 %	INTRAPERITONEAL	7 d	LIVER	S011002-274	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99734	10/02/2001	03/06/2006	03/12/2006	03/20/2006
96925.CEL	CANDESARTAN	1300 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	S020415-234	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50110	04/15/2002	03/14/2006	03/22/2006	04/04/2006
97003.CEL	GENTAMICIN	267 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	5 d	KIDNEY	S020805-240	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50565	08/05/2002	03/29/2006	03/31/2006	04/05/2006
97799.CEL	ACETAMINOPHEN	486 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S011106-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50612	11/06/2001	03/30/2006	04/18/2006	04/26/2006
96682.CEL	FENOFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	7 d	LIVER	S011002-106	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99762	10/02/2001	03/07/2006	03/15/2006	03/21/2006
96633.CEL			SALINE 100 %	INTRAVENOUS	1 d	LIVER	S011106-225	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99756	11/06/2001	03/06/2006	03/12/2006	03/21/2006
98011.CEL	CARBOPLATIN	14 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020108-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51077	01/08/2002	04/18/2006	04/24/2006	05/09/2006
96773.CEL	AMINOSALICYLIC ACID	2337 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	R020730-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99600	07/30/2002	03/10/2006	03/16/2006	03/22/2006
97071.CEL	SPIRONOLACTONE	300 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	S020520-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50202	05/20/2002	03/15/2006	04/03/2006	04/06/2006
96810.CEL	FLUOXETINE	52 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020730-120	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50017	07/30/2002	03/10/2006	03/20/2006	04/03/2006
96460.CEL	ZOMEPIRAC	11 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	LIVER	S011127-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99573	11/27/2001	03/06/2006	03/09/2006	03/14/2006
96471.CEL	N,N-DIMETHYLFORMAMIDE	140 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	LIVER	I011106-082	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99584	11/06/2001	03/06/2006	03/09/2006	03/15/2006
96531.CEL	MITOMYCIN C	1.7 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	LIVER	S020108-093	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99650	01/08/2002	03/06/2006	03/09/2006	03/15/2006
96545.CEL	CATECHOL	195 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	LIVER	S011127-230	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99664	11/27/2001	03/06/2006	03/12/2006	03/16/2006
96711.CEL			SALINE 100 %	INTRAVENOUS	.25 d	LIVER	S011106-217	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99792	11/06/2001	03/07/2006	03/15/2006	03/21/2006
95165.CEL	ERYTHROMYCIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020708-167	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97925	07/08/2002	01/24/2006	01/26/2006	03/20/2006
97072.CEL	NOREPINEPHRINE	1.75 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	5 d	HEART	S040818-103	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50203	08/18/2004	03/15/2006	04/03/2006	04/06/2006
97891.CEL	CHOLECALCIFEROL	8 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020708-096	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50701	07/08/2002	03/30/2006	04/19/2006	05/02/2006
96928.CEL	TACROLIMUS	134 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	S020429-406	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50113	04/29/2002	03/14/2006	03/22/2006	04/04/2006
97092.CEL	ALDOSTERONE	.065 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	1 d	HEART	S040818-025	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50223	08/18/2004	03/15/2006	04/03/2006	04/10/2006
98032.CEL	SODIUM ARSENITE	10 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	KIDNEY	S010924-193	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51098	09/24/2001	04/18/2006	04/24/2006	05/09/2006
99396.CEL	IMATINIB	150 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	HEART	S021021-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	52277	10/21/2002	08/22/2006	08/24/2006	08/29/2006
101280.CEL	CHLORPROPAMIDE	269 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020716-094	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53278	07/16/2002	03/22/2007	04/12/2007	05/31/2007
96952.CEL	ROFECOXIB	775 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	S011106-163	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50139	11/06/2001	03/14/2006	03/22/2006	04/05/2006
97206.CEL			CORN OIL 100 %	ORAL GAVAGE	5 d	HEART	R031120-005	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50340	11/20/2003	03/17/2006	04/04/2006	04/12/2006
101308.CEL			WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	R020924-019	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53312	09/24/2002	03/22/2007	04/12/2007	06/05/2007
97189.CEL	CILOSTAZOL	1500 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	R021022-066	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50323	10/22/2002	03/17/2006	04/04/2006	04/11/2006
97425.CEL	IFOSFAMIDE	143 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	HEART	I011106-047	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50539	11/06/2001	03/24/2006	04/10/2006	04/18/2006
97359.CEL	CYPROHEPTADINE	37 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	R020514-066	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50491	05/14/2002	03/23/2006	04/07/2006	04/17/2006
97328.CEL	DROPERIDOL	94 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	R021008-090	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50459	10/08/2002	03/23/2006	04/07/2006	04/17/2006
96957.CEL	ALENDRONIC ACID	138 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	R020910-041	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50146	09/10/2002	03/14/2006	03/22/2006	04/05/2006
101345.CEL	AZARIBINE	750 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S040311-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53221	03/11/2004	03/19/2007	04/20/2007	06/04/2007
97188.CEL	PREDNISONE	68 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	S020805-161	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50322	08/05/2002	03/17/2006	04/04/2006	04/11/2006
97186.CEL			WATER 100 %	ORAL GAVAGE	5 d	HEART	S020729-021	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50320	07/29/2002	03/17/2006	04/04/2006	04/11/2006
97204.CEL	CYPROHEPTADINE	37 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020514-072	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50338	05/14/2002	03/17/2006	04/04/2006	04/12/2006
96851.CEL			CMC .5 %	ORAL GAVAGE	1 d	HEART	R020730-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50060	07/30/2002	03/10/2006	03/20/2006	04/03/2006
97392.CEL	TERFENADINE	750 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	S040311-146	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50527	03/11/2004	03/23/2006	04/07/2006	04/18/2006
97426.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	HEART	S020205-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50540	02/05/2002	03/24/2006	04/10/2006	04/18/2006
102629.CEL	GLYBURIDE	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	R020730-140	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53219	07/30/2002	04/30/2007	09/11/2007	09/17/2007
97348.CEL	FLUOCINOLONE ACETONIDE	2.5 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	5 d	HEART	S020923-191	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50479	09/23/2002	03/23/2006	04/07/2006	04/17/2006
97438.CEL	VALSARTAN	30 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	HEART	S020122-169	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50555	01/22/2002	03/24/2006	04/10/2006	04/18/2006
